a(chebi:10100)	partOf	complex(a(chebi:10100), p(hgnc:19679))	{"relation": "partOf"}
p(hgnc:2973)	increases	p(hgnc:5434, pmod(go:0006468))	{"annotations": {"efo": {"0001182": true}}, "citation": {"authors": ["Abu-Asab M", "Boularan C", "Huang NN", "Kehrl JH", "Qi HY", "Shelhamer JH", "Shi CS"], "date": "2014-09-15", "db": "PubMed", "db_id": "25135833", "db_name": "Journal of immunology (Baltimore, Md. : 1950)", "first": "Shi CS", "last": "Kehrl JH", "pages": "3080-9", "volume": "193"}, "evidence": "Lowered DRP1 levels impaired the MAVS-induced increase IFN-\u03b2 reporter activity although not nearly as effectively as did the 9b-FLAG construct (Fig. 3I).", "line": 100, "relation": "increases"}
p(hgnc:2973)	decreases	bp(go:0060337)	{"annotations": {}, "citation": {"authors": ["Abu-Asab M", "Boularan C", "Huang NN", "Kehrl JH", "Qi HY", "Shelhamer JH", "Shi CS"], "date": "2014-09-15", "db": "PubMed", "db_id": "25135833", "db_name": "Journal of immunology (Baltimore, Md. : 1950)", "first": "Shi CS", "last": "Kehrl JH", "pages": "3080-9", "volume": "193"}, "evidence": "The DRP1 shRNA appropriately decreased DRP1 expression, but did not impact endogenous MAVS expression (Fig. 3J). This indicates that the ORF-9b mediated reduction in DRP1 may contributes to the decrease in type I interferon signaling, however other mechanisms must be operant.", "line": 108, "relation": "decreases"}
p(hgnc:2973, pmod(go:0016567))	increases	bp(go:0008053)	{"annotations": {}, "citation": {"authors": ["Abu-Asab M", "Boularan C", "Huang NN", "Kehrl JH", "Qi HY", "Shelhamer JH", "Shi CS"], "date": "2014-09-15", "db": "PubMed", "db_id": "25135833", "db_name": "Journal of immunology (Baltimore, Md. : 1950)", "first": "Shi CS", "last": "Kehrl JH", "pages": "3080-9", "volume": "193"}, "evidence": "These data show that ORF-9b localizes to mitochondria and likely causes mitochondrial elongation by triggering DRP1 ubiquitination and its proteasomal destruction.", "line": 64, "relation": "increases"}
p(hgnc:3064)	decreases	p(hgnc:6881, pmod(go:0006468))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Besides p38, DUSP1 has also been shown to dephosphorylate c-Jun N-terminal kinase (JNK) and ERK (Sun et al.,1993;Franklin and Kraft, 1997). It has been long proposed that ERK phosphorylation promotes cell survival, whereas prolonged JNK and p38 phosphorylation is linked to the induction of apoptosis (Xia et al., 1995).", "line": 343, "relation": "decreases"}
p(hgnc:3064)	decreases	p(hgnc:6871, pmod(go:0006468))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Besides p38, DUSP1 has also been shown to dephosphorylate c-Jun N-terminal kinase (JNK) and ERK (Sun et al.,1993;Franklin and Kraft, 1997). It has been long proposed that ERK phosphorylation promotes cell survival, whereas prolonged JNK and p38 phosphorylation is linked to the induction of apoptosis (Xia et al., 1995).", "line": 344, "relation": "decreases"}
p(hgnc:3254)	hasVariant	p(hgnc:3254, pmod(go:0006468))	{"relation": "hasVariant"}
p(hgnc:3254, pmod(go:0006468))	increases	bp(go:0034063)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "SGs are induced by protein kinase R (PKR)-mediated phosphorylation of eIF2\u03b1 upon viral dsRNA recognition [57]. Promoting G3BP aggregation via the eIF4A inhibitor Zotatafin [58,59] or reducing SG disassembly by Silmitasertib inhibition of CK2 [60] warrant investigation for treatment of SARS-CoV-2. The mTOR inhibitor rapamycin disrupts the binding of LARP1 to mTORC1 [61] and has been shown to reduce MERS infection by \u223c60% in vitro [62], another drug that could be tested for repurposing.", "line": 450, "relation": "increases"}
p(hgnc:3255)	increases	p(hgnc:3265, pmod(go:0006468))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Besides PERK, three other kinases are known to phosphorylate eIF2\u03b1, namely the protein kinase RNA-activated (PKR), heme-regulated inhibitor kinase (HRI), and general control non-derepressible-2 (GCN2;Ron and Walter, 2007).", "line": 198, "relation": "increases"}
p(hgnc:3255)	increases	bp(go:0009386)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "However, similar to PKR, viruses have adopted counter measures to inhibit PERK-mediated translation attenuation.", "line": 248, "relation": "increases"}
p(hgnc:3255)	increases	p(hgnc:2726)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "The up-regulation of GADD153 was likely mediated by both PKR and PERK, since knock-down of either PKR or PERK by siRNA reduces IBV-induced GADD153 (Liaoet al., 2013).", "line": 268, "relation": "increases"}
p(hgnc:3265)	hasVariant	p(hgnc:3265, pmod(go:0006468))	{"relation": "hasVariant"}
p(hgnc:3265)	increases	bp(go:0009386)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Under various stress conditions, phosphorylation of eIF2\u03b1 leads to global translation repression and a net decrease in I\u03baB\u03b1 protein level (Jiang et al., 2003).This then results in the activation of NF-\u03baB and induction of pro-inflammatory response (Figure 3).", "line": 316, "relation": "increases"}
p(hgnc:3265)	decreases	p(hgnc:7797)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Under various stress conditions, phosphorylation of eIF2\u03b1 leads to global translation repression and a net decrease in I\u03baB\u03b1 protein level (Jiang et al., 2003).This then results in the activation of NF-\u03baB and induction of pro-inflammatory response (Figure 3).", "line": 317, "relation": "decreases"}
p(hgnc:3265)	increases	act(complex(go:0071159))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Under various stress conditions, phosphorylation of eIF2\u03b1 leads to global translation repression and a net decrease in I\u03baB\u03b1 protein level (Jiang et al., 2003).This then results in the activation of NF-\u03baB and induction of pro-inflammatory response (Figure 3).", "line": 318, "object": {"modifier": "Activity"}, "relation": "increases"}
p(hgnc:3265)	increases	bp(go:0006954)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Under various stress conditions, phosphorylation of eIF2\u03b1 leads to global translation repression and a net decrease in I\u03baB\u03b1 protein level (Jiang et al., 2003).This then results in the activation of NF-\u03baB and induction of pro-inflammatory response (Figure 3).", "line": 319, "relation": "increases"}
p(hgnc:3265, pmod(go:0006468))	decreases	p(hgnc:791)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "The authors thus conclude that global translation shutdown via eIF2\u03b1 phosphorylation prevents accumulation of ATF6 and activation of ATF6 target genes (Bechill et al., 2008).", "line": 478, "relation": "decreases"}
p(hgnc:3265, pmod(go:0006468))	decreases	act(p(hgnc:791))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "The authors thus conclude that global translation shutdown via eIF2\u03b1 phosphorylation prevents accumulation of ATF6 and activation of ATF6 target genes (Bechill et al., 2008).", "line": 479, "object": {"modifier": "Activity"}, "relation": "decreases"}
p(hgnc:3282)	decreases	p(hgnc:30292, pmod(conso:CONSO00178))	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "SGs are induced by protein kinase R (PKR)-mediated phosphorylation of eIF2\u03b1 upon viral dsRNA recognition [57]. Promoting G3BP aggregation via the eIF4A inhibitor Zotatafin [58,59] or reducing SG disassembly by Silmitasertib inhibition of CK2 [60] warrant investigation for treatment of SARS-CoV-2. The mTOR inhibitor rapamycin disrupts the binding of LARP1 to mTORC1 [61] and has been shown to reduce MERS infection by \u223c60% in vitro [62], another drug that could be tested for repurposing.", "line": 451, "relation": "decreases"}
p(hgnc:3282)	positiveCorrelation	path(doid:0080600)	{"annotations": {}, "citation": {"db": "DOI", "db_id": "https://doi.org/10.1101/2020.03.22.002386"}, "evidence": "SGs are induced by protein kinase R (PKR)-mediated phosphorylation of eIF2\u03b1 upon viral dsRNA recognition [57]. Promoting G3BP aggregation via the eIF4A inhibitor Zotatafin [58,59] or reducing SG disassembly by Silmitasertib inhibition of CK2 [60] warrant investigation for treatment of SARS-CoV-2. The mTOR inhibitor rapamycin disrupts the binding of LARP1 to mTORC1 [61] and has been shown to reduce MERS infection by \u223c60% in vitro [62], another drug that could be tested for repurposing.", "line": 452, "relation": "positiveCorrelation"}
p(hgnc:3449)	hasVariant	p(hgnc:3449, pmod(go:0006468))	{"relation": "hasVariant"}
act(p(hgnc:3449), ma(go:"protein homooligomerization"))	increases	p(hgnc:3449, pmod(go:0006468))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "In response to unfolded proteins, IRE1 undergoes oligomerization (Bertolotti et al., 2000). This results in trans-autophosphorylation of the kinase domain and the activation of IRE1\u2019s RNase domain.", "line": 352, "relation": "increases", "subject": {"effect": {"namespace": "go", "name": "protein homooligomerization", "identifier": "0051260"}, "modifier": "Activity"}}
act(p(hgnc:3449), ma(go:"kinase activity"))	increases	p(hgnc:12032)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Apart from the XBP1 pathway, activated IRE1 has been shown to recruit TNF receptor-associated factor 2 (TRAF2) and induce apoptosis by activating the JNK (Urano et al., 2000). This IRE1-JNK pathway is independent of IRE1\u2019s RNase activity, but it requires IRE1\u2019s kinase domain and involves TRAF2-dependent activation of caspase-12 (Yonedaet al.,2001).", "line": 361, "relation": "increases", "subject": {"effect": {"namespace": "go", "name": "kinase activity", "identifier": "0016301"}, "modifier": "Activity"}}
p(hgnc:3449)	association	bp(go:0006914)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Therefore, the IRE1 branch of UPR is closely associated with the JNK pathway and involved in JNK-mediated apoptosis and autophagy signaling.", "line": 373, "relation": "association"}
p(hgnc:3449)	negativeCorrelation	bp(go:0006915)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Interestingly, an earlier onset and more significant apoptosis induction in IRE1-knockdown IBV-infected cells was observed, which is associated with hyperphosphorylation of pro-apoptotic kinase JNK and hypophosphorylation of pro-survival kinase RAC-alpha serine/threonine-protein kinase (Akt).", "line": 388, "relation": "negativeCorrelation"}
p(hgnc:3449)	increases	p(hgnc:6881, pmod(conso:CONSO00007))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Interestingly, an earlier onset and more significant apoptosis induction in IRE1-knockdown IBV-infected cells was observed, which is associated with hyperphosphorylation of pro-apoptotic kinase JNK and hypophosphorylation of pro-survival kinase RAC-alpha serine/threonine-protein kinase (Akt).", "line": 389, "relation": "increases"}
p(hgnc:3449)	decreases	p(hgnc:391, pmod(go:0006468))	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Interestingly, an earlier onset and more significant apoptosis induction in IRE1-knockdown IBV-infected cells was observed, which is associated with hyperphosphorylation of pro-apoptotic kinase JNK and hypophosphorylation of pro-survival kinase RAC-alpha serine/threonine-protein kinase (Akt).", "line": 390, "relation": "decreases"}
p(hgnc:3449)	positiveCorrelation	path(mesh:D018352)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Taken together,IRE1 may modulate IBV-induced apoptosis and serve as a survival factor during coronavirus infection.", "line": 393, "relation": "positiveCorrelation"}
act(p(hgnc:3449), ma(mesh:Ribonucleases))	decreases	bp(mesh:D016679)	{"annotations": {"mesh": {"D008566": true}}, "citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "During prolonged ER stress induced by infection, non-specific RNase activity of IRE1 may decay the membrane associated viral mRNA.", "line": 410, "relation": "decreases", "subject": {"effect": {"namespace": "mesh", "name": "Ribonucleases", "identifier": "D012260"}, "modifier": "Activity"}}
act(p(hgnc:3449))	increases	p(hgnc:5992)	{"citation": {"authors": ["Fung TS", "Liu DX"], "date": "2014-01-01", "db": "PubMed", "db_id": "24987391", "db_name": "Frontiers in microbiology", "first": "Fung TS", "last": "Liu DX", "pages": "296", "volume": "5"}, "evidence": "Interestingly, the ER stress and TLR activation synergistically activate IRE1 and induce the production of pro-inflammatory cytokines such as IL-1\u03b2 and IL-6 (Martinon et al., 2010).", "line": 415, "relation": "increases", "subject": {"modifier": "Activity"}}
